Blank,District Name,State Name [District] Latest available year,State,NCES ID,Total Schools,Lowest Grade Offered,Highest Grade Offered,Total Students,Phone,Zip,City
,WHITE SALMON VALLEY SCHOOL DISTRICT,Washington,WA,5309810,5,Kindergarten,12th Grade,1168,5094931500,98672,WHITE SALMON
,WHITE SETTLEMENT ISD,Texas,TX,4845540,10,Prekindergarten,12th Grade,6701,8173671300,76108,WHITE SETTLEMENT
,WHITE SHIELD 85,North Dakota,ND,3819680,2,Kindergarten,12th Grade,176,7017434350,58775,White Shield
,WHITE SULPHUR SPGS K-12,Montana,MT,3028770,3,Prekindergarten,12th Grade,192,4065473751,59645,White Sulphur Springs
,WHITE TOWNSHIP CONSOLIDATED SCHOOL DISTRICT,New Jersey,NJ,3417910,1,Prekindergarten,8th Grade,244,9084754773,7823,Belvidere
,WHITEBEAD,Oklahoma,OK,4032670,1,Prekindergarten,8th Grade,365,4052383021,73075,Pauls Valley
,WHITEFACE CISD,Texas,TX,4845570,1,Prekindergarten,12th Grade,339,8062871154,79379,WHITEFACE
,WHITEFIELD,Oklahoma,OK,4032700,1,Prekindergarten,8th Grade,192,9189678572,74472,Whitefield
,WHITEFISH BAY SCHOOL DISTRICT,Wisconsin,WI,5516620,4,Prekindergarten,12th Grade,2864,4149633901,53217,Whitefish Bay
,WHITEFISH ELEM,Montana,MT,3027740,2,Prekindergarten,8th Grade,1280,4068628640,59937,Whitefish
,WHITEFISH H S,Montana,MT,3027790,1,9th Grade,12th Grade,588,4068628640,59937,Whitefish
,WHITEFISH TOWNSHIP SCHOOLS,Michigan,MI,2636240,1,Prekindergarten,12th Grade,64,9064923353,49768,PARADISE
,WHITEFORD AGRICULTURAL SCHOOL DISTRICT OF THE COUNTIES OF LE,Michigan,MI,2636270,3,Prekindergarten,12th Grade,776,7348561443,49267,Ottawa Lake
,WHITEHALL CENTRAL SCHOOL DISTRICT,New York,NY,3631290,2,Prekindergarten,12th Grade,713,5184991772,12887,WHITEHALL
,WHITEHALL CITY,Ohio,OH,3904507,5,Prekindergarten,12th Grade,3118,6144175000,43213,Whitehall
,WHITEHALL DISTRICT SCHOOLS,Michigan,MI,2636300,5,Prekindergarten,12th Grade,2028,2318931005,49461,WHITEHALL
,WHITEHALL ELEM,Montana,MT,3027810,2,Prekindergarten,8th Grade,319,4062873455,59759,Whitehall
,WHITEHALL H S,Montana,MT,3027840,1,9th Grade,12th Grade,146,4062873455,59759,Whitehall
,WHITEHALL PREPARATORY AND FITNESS ACADEMY,Ohio,OH,3900550,1,Kindergarten,8th Grade,322,6143244585,43227,Columbus
,WHITEHALL SCHOOL DISTRICT,Wisconsin,WI,5516650,2,Prekindergarten,12th Grade,748,7155384374,54773,Whitehall
,WHITEHALL-COPLAY SD,Pennsylvania,PA,4226250,5,Kindergarten,12th Grade,4232,6104391431,18052,Whitehall
,WHITEHOUSE ISD,Texas,TX,4845600,8,Prekindergarten,12th Grade,4818,9038395500,75791,WHITEHOUSE
,WHITEPINE JOINT SCHOOL DISTRICT,Idaho,ID,1600010,2,Prekindergarten,12th Grade,218,2088771408,83823,DEARY
,WHITERIVER UNIFIED DISTRICT (4394),Arizona,AZ,409160,5,Prekindergarten,12th Grade,2157,9283585800,85941,Whiteriver
,WHITESBORO,Oklahoma,OK,4032730,2,Prekindergarten,12th Grade,192,9185672556,74577,Whitesboro
,WHITESBORO CENTRAL SCHOOL DISTRICT,New York,NY,3631320,7,Kindergarten,12th Grade,3183,3152663303,13492,WHITESBORO
,WHITESBORO ISD,Texas,TX,4845630,4,Prekindergarten,12th Grade,1596,9035644200,76273,WHITESBORO
,WHITESIDE REGIONAL VOC SYSTEM,Illinois,IL,1700306,0,9th Grade,12th Grade,–,8156265810,61081,Sterling
,WHITESIDE SD 115,Illinois,IL,1742300,2,Prekindergarten,8th Grade,1187,6182390000,62221,Belleville
,WHITESVILLE CENTRAL SCHOOL DISTRICT,New York,NY,3631350,1,Prekindergarten,12th Grade,168,6073563301,14897,WHITESVILLE
,WHITEVILLE CITY SCHOOLS,North Carolina,NC,3704920,5,Prekindergarten,12th Grade,2109,9106424116,28472,Whiteville
,WHITEWATER K-12 SCHOOLS,Montana,MT,3027930,3,Prekindergarten,12th Grade,43,4066745418,59544,Whitewater
,WHITEWATER UNIFIED SCHOOL DISTRICT,Wisconsin,WI,5516680,6,Prekindergarten,12th Grade,1843,2624728700,53190,Whitewater
,WHITEWRIGHT ISD,Texas,TX,4845670,3,Prekindergarten,12th Grade,743,9033642155,75491,WHITEWRIGHT
,WHITFIELD COUNTY,Georgia,GA,1305700,22,Prekindergarten,12th Grade,12619,7062788070,30720,Dalton
,WHITHARRAL ISD,Texas,TX,4845690,1,Prekindergarten,12th Grade,176,8062991184,79380,WHITHARRAL
,WHITING COMM SCHOOL DISTRICT,Iowa,IA,1931620,2,Prekindergarten,12th Grade,196,7124552468,51063,Whiting
,WHITING PUBLIC SCHOOLS,Maine,ME,2300068,1,Prekindergarten,12th Grade,37,2072556585,4654,Machias
,WHITKO COMMUNITY SCHOOL CORP,Indiana,IN,1813230,4,Prekindergarten,12th Grade,1266,2603273677,46764,Larwill
,WHITLEY COUNTY,Kentucky,KY,2105880,11,Prekindergarten,12th Grade,4302,6065497000,40769,Williamsburg
,WHITLEY COUNTY CON SCHOOLS,Indiana,IN,1802280,6,Prekindergarten,12th Grade,3538,2602445771,46725,Columbia City
,WHITMAN-HANSON,Massachusetts,MA,2512930,7,Prekindergarten,12th Grade,3583,7816187412,2382,Whitman
,WHITMORE LAKE PUBLIC SCHOOL DISTRICT,Michigan,MI,2636330,2,Prekindergarten,12th Grade,688,7344494464,48189,WHITMORE LAKE
,WHITMORE UNION ELEMENTARY,California,CA,642420,1,Kindergarten,12th Grade,52,5304723243,96096,WHITMORE
,WHITNALL SCHOOL DISTRICT,Wisconsin,WI,5506000,5,Prekindergarten,12th Grade,2406,4145258400,53228,Greenfield
,WHITNEY ISD,Texas,TX,4845720,5,Prekindergarten,12th Grade,1443,2546942254,76692,WHITNEY
,WHITNEY POINT CENTRAL SCHOOL DISTRICT,New York,NY,3631380,3,Prekindergarten,12th Grade,1471,6076928313,13862,WHITNEY POINT
,WHITNEYVILLE PUBLIC SCHOOLS,Maine,ME,2313710,0,Kindergarten,12th Grade,3,2072556585,4654,Machias
,WHITTEMORE-PRESCOTT AREA SCHOOLS,Michigan,MI,2636390,2,Prekindergarten,12th Grade,711,9897562500,48770,WHITTEMORE
,WHITTIER CITY ELEMENTARY,California,CA,642450,12,Kindergarten,8th Grade,5836,5627893000,90602,Whittier
,WHITTIER REGIONAL VOCATIONAL TECHNICAL,Massachusetts,MA,2512950,1,9th Grade,12th Grade,1249,9783734101,1830,Haverhill
,WHITTIER UNION HIGH,California,CA,642480,7,9th Grade,12th Grade,11253,5626988121,90605,Whittier
,WIBAUX,Montana,MT,3000085,0,†,†,0,4067962481,59353,Wibaux
,WIBAUX K-12 SCHOOLS,Montana,MT,3028020,3,Prekindergarten,12th Grade,153,4067962474,59353,Wibaux
,WICHITA,Kansas,KS,2012990,89,Prekindergarten,12th Grade,46908,3169734000,67218,Wichita
,WICHITA FALLS ISD,Texas,TX,4845780,28,Prekindergarten,12th Grade,13600,9402351000,76307,WICHITA FALLS
,WICKENBURG UNIFIED DISTRICT (4236),Arizona,AZ,409190,5,Prekindergarten,12th Grade,1201,9286685350,85390,WICKENBURG
,WICKLIFFE,Oklahoma,OK,4032760,1,Prekindergarten,8th Grade,90,9184345558,74365,Salina
,WICKLIFFE CITY,Ohio,OH,3904508,3,Prekindergarten,12th Grade,1315,4409436900,44092,Wickliffe
,WICOMICO COUNTY PUBLIC SCHOOLS,Maryland,MD,2400690,25,Prekindergarten,12th Grade,14354,4106774400,21801,Salisbury
,WIDENER PARTNERSHIP CS,Pennsylvania,PA,4200753,1,Kindergarten,8th Grade,427,6108721358,19013,Chester
,WIL LOU GRAY OPPORTUNITY,South Carolina,SC,4503906,0,Ungraded,Ungraded,0,8038966480,29170,West Columbia
,WILBER-CLATONIA PUBLIC SCHOOLS,Nebraska,NE,3178720,3,Prekindergarten,12th Grade,625,4028212266,68465,WILBER
,WILBUR D. MILLS EDUC. COOP,Arkansas,AR,500040,0,†,†,†,5018825467,72012,BEEBE
,WILBUR SCHOOL DISTRICT,Washington,WA,5309840,2,Kindergarten,12th Grade,220,5096472221,99185,WILBUR
,WILBURTON,Oklahoma,OK,4032790,3,Prekindergarten,12th Grade,834,9184652100,74578,Wilburton
,WILCOX COUNTY,Alabama,AL,103510,6,Prekindergarten,12th Grade,1400,3346824716,36726,Camden
,WILCOX COUNTY,Georgia,GA,1305730,3,Prekindergarten,12th Grade,1202,9124672141,31001,Abbeville
,WILCOX-HILDRETH PUBLIC SCHOOLS,Nebraska,NE,3100134,3,Prekindergarten,12th Grade,228,3084785265,68982,WILCOX
,WILD ROSE SCHOOL DISTRICT,Wisconsin,WI,5516710,2,Prekindergarten,12th Grade,542,9206224203,54984,Wild Rose
,WILDER DISTRICT,Idaho,ID,1603480,3,Prekindergarten,12th Grade,490,2084826228,83676,WILDER
,WILDER'S PREPARATORY ACADEMY CHARTER DISTRICT,CALIFORNIA,CA,602449,1,Kindergarten,5th Grade,400,3106715578,90302,Inglewood
,WILDER'S PREPARATORY ACADEMY CHARTER MIDDLE DISTRICT,CALIFORNIA,CA,601495,1,6th Grade,8th Grade,214,3106715578,90302,Inglewood
,WILDFLOWER NEW YORK CHARTER SCHOOL,NEW YORK,NY,3601220,1,Prekindergarten,1st Grade,12,7186350474,10456,BRONX
,WILDFLOWER OPEN CLASSROOM DISTRICT,CALIFORNIA,CA,602239,1,Kindergarten,8th Grade,162,5308921676,95926,Chico
,WILDORADO ISD,Texas,TX,4845840,1,Prekindergarten,12th Grade,216,8064263317,79098,WILDORADO
,WILDWOOD CITY SCHOOL DISTRICT,New Jersey,NJ,3417940,3,Prekindergarten,12th Grade,862,6095227922,8260,WILDWOOD
,WILDWOOD CREST BOROUGH SCHOOL DISTRICT,New Jersey,NJ,3417970,1,Prekindergarten,8th Grade,261,6095221522,8260,WILDWOOD CREST
,WILDWOOD ENVIRONMENTAL ACADEMY,Ohio,OH,3900138,1,Kindergarten,12th Grade,339,4198689885,43537,Maumee
,WILEY SCHOOL DISTRICT NO. RE-13 JT,Colorado,CO,807320,2,Prekindergarten,12th Grade,263,7198294806,81092,WILEY
,WILKES COUNTY,Georgia,GA,1305760,4,Prekindergarten,12th Grade,1368,7066782718,30673,Washington
,WILKES COUNTY SCHOOLS,North Carolina,NC,3704950,22,Prekindergarten,13th Grade,8798,3366671121,28659,North Wilkesboro
,WILKES-BARRE AREA CTC,Pennsylvania,PA,4280300,1,9th Grade,12th Grade,24,5708224131,18705,Wilkes-Barre
,WILKES-BARRE AREA SD,Pennsylvania,PA,4226300,10,Kindergarten,12th Grade,7089,5708267111,18711,Wilkes Barre
,WILKINSBURG BOROUGH SD,Pennsylvania,PA,4226370,2,Prekindergarten,6th Grade,483,4123719667,15221,Wilkinsburg
,WILKINSON CO SCHOOL DIST,Mississippi,MS,2804710,5,Prekindergarten,12th Grade,1053,6018883582,39669,Woodville
,WILKINSON COUNTY,Georgia,GA,1305790,4,Prekindergarten,12th Grade,1156,4789465521,31042,Irwinton
,WILL CARLETON CHARTER SCHOOL ACADEMY,Michigan,MI,2600182,1,Kindergarten,12th Grade,266,5174372000,49242,HILLSDALE
,WILL COUNTY SD 92,Illinois,IL,1723730,4,Prekindergarten,8th Grade,1410,8158388031,60441,Lockport
,WILL ROE,Illinois,IL,1700213,4,Prekindergarten,12th Grade,–,8157408360,60432,Joliet
,WILLAMETTE ESD,Oregon,OR,4100035,0,Prekindergarten,12th Grade,0,5035885330,97302,Salem
,WILLAMINA SD 30J,Oregon,OR,4113350,3,Prekindergarten,12th Grade,840,5038764525,97396,Willamina
,WILLAPA VALLEY SCHOOL DISTRICT,Washington,WA,5309870,2,Prekindergarten,12th Grade,384,3609425855,98561,MENLO
,WILLARD CITY,Ohio,OH,3904509,3,Prekindergarten,12th Grade,1331,4199351541,44890,Willard
,WILLARD R-II,Missouri,MO,2932010,9,Prekindergarten,12th Grade,4582,4177422584,65781,WILLARD
,WILLCOX UNIFIED DISTRICT (4170),Arizona,AZ,409250,3,Prekindergarten,12th Grade,1023,5203848600,85643,WILLCOX
,WILLIAM (R) ROUSE ROP,California,CA,600126,1,10th Grade,12th Grade,0,5309934991,96118,Loyalton
,WILLIAM C. ABNEY ACADEMY,Michigan,MI,2600185,1,Kindergarten,6th Grade,328,6164545541,49503,GRAND RAPIDS
,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,New York,NY,3618690,9,Kindergarten,12th Grade,8990,6318741201,11951,MASTIC BEACH
,WILLIAM PENN SD,Pennsylvania,PA,4226390,10,Kindergarten,12th Grade,4770,6102848000,19050,Lansdowne
,WILLIAM S. HART UNION HIGH,California,CA,642510,16,Kindergarten,12th Grade,21786,6612590033,91350,Santa Clarita
,WILLIAMS BAY SCHOOL DISTRICT,Wisconsin,WI,5516740,3,Prekindergarten,12th Grade,693,2622451575,53191,Williams Bay
,WILLIAMS COUNTY 8,North Dakota,ND,3813760,3,Prekindergarten,8th Grade,729,7015726359,58801,Williston
,WILLIAMS UNIFIED,California,CA,642540,4,Kindergarten,12th Grade,1338,5304732550,95987,Williams
,WILLIAMS UNIFIED DISTRICT (4193),Arizona,AZ,409310,2,Prekindergarten,12th Grade,662,9286354473,86046,WILLIAMS
,WILLIAMS VALLEY SD,Pennsylvania,PA,4226400,2,Kindergarten,12th Grade,930,7176472167,17980,Tower City
,WILLIAMSBURG,Massachusetts,MA,2512990,1,Prekindergarten,6th Grade,119,4135277200,1027,Williamsburg
,WILLIAMSBURG 01,South Carolina,SC,4503780,11,Prekindergarten,12th Grade,3194,8433555571,29556,Kingstree
,WILLIAMSBURG CHARTER HIGH SCHOOL,New York,NY,3600115,1,9th Grade,12th Grade,972,7187829830,11206,BROOKLYN
,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,New York,NY,3600145,1,5th Grade,8th Grade,265,7183024018,11211,BROOKLYN
,WILLIAMSBURG COMM SCHOOL DISTRICT,Iowa,IA,1931680,2,Prekindergarten,12th Grade,1226,3196681059,52361,Williamsburg
,WILLIAMSBURG COMMUNITY SD,Pennsylvania,PA,4226430,2,Kindergarten,12th Grade,469,8148322125,16693,Williamsburg
,WILLIAMSBURG INDEPENDENT,Kentucky,KY,2105910,1,Prekindergarten,12th Grade,843,6065496044,40769,Williamsburg
,WILLIAMSBURG LOCAL,Ohio,OH,3904636,2,Prekindergarten,12th Grade,924,5137243077,45176,Williamsburg
,WILLIAMSBURG-JAMES CITY PBLC SCHS,Virginia,VA,5104020,16,Prekindergarten,12th Grade,10985,7576036400,23187,Williamsburg
,WILLIAMSFIELD CUSD 210,Illinois,IL,1742450,3,Prekindergarten,12th Grade,298,3096392219,61489,Williamsfield
,WILLIAMSON CENTRAL SCHOOL DISTRICT,New York,NY,3631440,3,Prekindergarten,12th Grade,1064,3155899661,14589,WILLIAMSON
,WILLIAMSON CO CTE SYSTEM,Illinois,IL,1701409,0,Prekindergarten,12th Grade,–,6189932138,62959,Marion
,WILLIAMSON CO SPEC EDUC DISTRICT,Illinois,IL,1700118,2,–,–,†,6189932138,62959,Marion
,WILLIAMSON COUNTY,Tennessee,TN,4704530,49,Prekindergarten,12th Grade,39817,6154724000,37064,Franklin
,WILLIAMSON VALLEY ELEMENTARY SCHOOL DISTRICT (4475),Arizona,AZ,409360,0,†,†,†,9289259193,86305,PRESCOTT
,WILLIAMSPORT AREA SD,Pennsylvania,PA,4226460,8,Kindergarten,12th Grade,4751,5703275500,17701,Williamsport
,WILLIAMSTON COMMUNITY SCHOOLS,Michigan,MI,2636420,4,Prekindergarten,12th Grade,1787,5176554361,48895,WILLIAMSTON
,WILLIAMSTOWN INDEPENDENT,Kentucky,KY,2105940,4,Prekindergarten,12th Grade,910,8598247144,41097,Williamstown
,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,New York,NY,3631470,13,Kindergarten,12th Grade,9669,7166268005,14051,EAST AMHERST
,WILLIAMSVILLE CUSD 15,Illinois,IL,1742480,3,Prekindergarten,12th Grade,1514,2175662014,62693,Williamsville
,WILLIMANTIC PUBLIC SCHOOLS,Maine,ME,2313740,0,Kindergarten,12th Grade,1,2078440666,4441,Greenville
,WILLINGBORO PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3418000,9,Prekindergarten,12th Grade,3456,6098358600,8046,Willingboro
,WILLINGTON SCHOOL DISTRICT,Connecticut,CT,905100,2,Prekindergarten,8th Grade,397,8604873130,6279,Willington
,WILLIS ISD,Texas,TX,4845900,11,Prekindergarten,12th Grade,7882,9368561200,77378,WILLIS
,WILLISTON 1,North Dakota,ND,3819880,10,Kindergarten,12th Grade,4297,7015721580,58802,Williston
,WILLISTON BASIN 7,NORTH DAKOTA,ND,3800405,0,–,–,†,7015723547,58801,Williston
,WILLITS CHARTER DISTRICT,CALIFORNIA,CA,601916,1,6th Grade,12th Grade,124,7074595506,95490,Willits
,WILLITS ELEMENTARY CHARTER DISTRICT,CALIFORNIA,CA,601497,1,Kindergarten,5th Grade,133,7074591400,95490,Willits
,WILLITS UNIFIED,California,CA,642560,6,Kindergarten,12th Grade,1504,7074595134,95490,Willits
,WILLMAR PUBLIC SCHOOL DISTRICT,Minnesota,MN,2742720,12,Prekindergarten,12th Grade,4252,3202318500,56201,WILLMAR
,WILLOUGHBY-EASTLAKE CITY,Ohio,OH,3904510,13,Prekindergarten,12th Grade,7344,4409465000,44095,Eastlake
,WILLOW CHARTER ACADEMY,LOUISIANA,LA,2200263,1,Kindergarten,8th Grade,648,3375348218,70501,Lafayette
,WILLOW CREEK ACADEMY CHARTER DISTRICT,CALIFORNIA,CA,601608,1,Kindergarten,8th Grade,346,4153317530,94965,Sausalito
,WILLOW CREEK ELEM,Montana,MT,3028140,2,Prekindergarten,8th Grade,36,4062856991,59760,Willow Creek
,WILLOW CREEK ELEMENTARY,California,CA,642600,1,Kindergarten,8th Grade,34,5304593313,96064,Montague
,WILLOW CREEK H S,Montana,MT,3028170,1,9th Grade,12th Grade,8,4062856991,59760,Willow Creek
,WILLOW GROVE SD 46,Illinois,IL,1742510,1,Prekindergarten,8th Grade,165,6185323313,62801,Centralia
,WILLOW GROVE UNION ELEMENTARY,California,CA,642630,1,Kindergarten,8th Grade,12,8316283256,95043,Paicines
,WILLOW LAKE SCHOOL DISTRICT 12-3,South Dakota,SD,4679350,6,Prekindergarten,12th Grade,293,6056255945,57278,Willow Lake
,WILLOW OAK MONTESSORI,North Carolina,NC,3700341,1,Kindergarten,8th Grade,277,9192407787,27312,Pittsboro
,WILLOW RIVER PUBLIC SCHOOL DISTRICT,Minnesota,MN,2742750,2,Prekindergarten,12th Grade,422,2183723131,55795,WILLOW RIVER
,WILLOW SPRINGS R-IV,Missouri,MO,2932070,3,Prekindergarten,12th Grade,1260,4174693260,65793,WILLOW SPRINGS
,WILLOW SPRINGS SD 108,Illinois,IL,1742570,1,Kindergarten,8th Grade,383,7088396828,60480,Willow Springs
,WILLOWS UNIFIED,California,CA,642710,4,Kindergarten,12th Grade,1363,5309346600,95988,Willows
,WILLS POINT ISD,Texas,TX,4845950,5,Prekindergarten,12th Grade,2467,9038735100,75169,WILLS POINT
,WILLSBORO CENTRAL SCHOOL DISTRICT,New York,NY,3631500,1,Prekindergarten,12th Grade,256,5189634456,12996,WILLSBORO
,WILMAC SPECIAL ED UNIT,North Dakota,ND,3880360,0,†,†,0,7015726757,58802,Williston
,WILMAR UNION ELEMENTARY,California,CA,642750,1,Kindergarten,6th Grade,217,7077654340,94952,Petaluma
,WILMETTE COMMUNITY SP ED AGREEMENT,Illinois,IL,1701391,0,–,–,†,8475126004,60091,Wilmette
,WILMETTE SD 39,Illinois,IL,1742600,6,Prekindergarten,8th Grade,3424,8475126030,60091,Wilmette
,WILMINGTON,Massachusetts,MA,2513050,8,Prekindergarten,12th Grade,2830,9786946000,1887,Wilmington
,WILMINGTON AREA SD,Pennsylvania,PA,4226520,3,Kindergarten,12th Grade,1030,7246568866,16142,New Wilmington
,WILMINGTON CITY,Ohio,OH,3904511,5,Prekindergarten,12th Grade,2359,9373821641,45177,Wilmington
,WILMINGTON CUSD 209U,Illinois,IL,1742630,4,Prekindergarten,12th Grade,1257,8159261751,60481,Wilmington
,WILMINGTON PREPARATORY ACADEMY,North Carolina,NC,3700141,1,Kindergarten,8th Grade,123,9107996776,28403,Wilmington
,WILMINGTON SCHOOL OF THE ARTS,NORTH CAROLINA,NC,3700457,1,Kindergarten,2nd Grade,115,9103993712,28406,Wilmington
,WILMOT SCHOOL DISTRICT 54-7,South Dakota,SD,4600003,3,Prekindergarten,12th Grade,233,6059384647,57279,Wilmot
,WILMOT UHS SCHOOL DISTRICT,Wisconsin,WI,5516770,1,9th Grade,12th Grade,959,2628629005,53192,Wilmot
,WILSON,Oklahoma,OK,4032880,2,Prekindergarten,12th Grade,283,9186523374,74437,Henryetta
,WILSON,Oklahoma,OK,4032940,2,Prekindergarten,12th Grade,416,5806682306,73463,Wilson
,WILSON AREA SD,Pennsylvania,PA,4226550,5,Kindergarten,12th Grade,2181,4843736000,18042,Easton
,WILSON CENTRAL SCHOOL DISTRICT,New York,NY,3631560,2,Prekindergarten,12th Grade,1050,7167519341,14172,WILSON
,WILSON CHARTER SCHOOL,LOUISIANA,LA,2200296,1,Prekindergarten,8th Grade,664,5042502137,70125,New Orleans
,WILSON COUNTY,Tennessee,TN,4704550,24,Prekindergarten,12th Grade,18444,6154443282,37087,Lebanon
,WILSON COUNTY SCHOOLS,North Carolina,NC,3705020,26,Prekindergarten,13th Grade,10459,2523997700,27894,Wilson
,WILSON CREEK SCHOOL DISTRICT,Washington,WA,5309900,2,Prekindergarten,12th Grade,147,5093452541,98860,WILSON CREEK
,WILSON EDUCATION CENTER,Indiana,IN,1800080,0,†,†,†,8122568000,47111,Charlestown
,WILSON ELEMENTARY DISTRICT (4261),Arizona,AZ,409390,2,Prekindergarten,8th Grade,1113,6026812200,85008,PHOENIX
,WILSON ISD,Texas,TX,4845990,1,Prekindergarten,12th Grade,135,8066286261,79381,WILSON
,WILSON PREPARATORY ACADEMY,North Carolina,NC,3700379,1,Kindergarten,12th Grade,941,2522942533,27894,Wilson
,WILSON SD,Pennsylvania,PA,4226580,8,Kindergarten,12th Grade,6223,6106700180,19609,West Lawn
,WILSON WORKFORCE AND REHAB,Virginia,VA,5100054,1,Prekindergarten,12th Grade,0,5403327230,22939,Fishersville
,WILSONA ELEMENTARY,California,CA,642810,3,Kindergarten,8th Grade,1207,6612641111,93591,Palmdale
,WILTON 1,North Dakota,ND,3813200,2,Prekindergarten,12th Grade,267,7017346331,58579,Wilton
,WILTON COMM SCHOOL DISTRICT,Iowa,IA,1931800,2,Prekindergarten,12th Grade,942,5637322035,52778,Wilton
,WILTON SAU OFFICE,New Hampshire,NH,3399963,0,†,†,†,6036548088,3082,Lyndeborough
,WILTON SCHOOL DISTRICT,Connecticut,CT,905130,4,Prekindergarten,12th Grade,3701,2037623381,6897,Wilton
,WILTON-LYNDEBORO SCHOOL DISTRICT,New Hampshire,NH,3307115,4,Prekindergarten,12th Grade,592,6036548088,3082,Lyndeborough
,WIMBERLEY ISD,Texas,TX,4800009,4,Prekindergarten,12th Grade,2562,5128472414,78676,WIMBERLEY
,WIN-E-MAC SCHOOL DISTRICT,Minnesota,MN,2791449,2,Prekindergarten,12th Grade,433,2185632900,56535,ERSKINE
,WINCHENDON,Massachusetts,MA,2513080,6,Prekindergarten,12th Grade,1178,9782970031,1475,Winchendon
,WINCHESTER,Massachusetts,MA,2513110,7,Prekindergarten,12th Grade,4496,7817217004,1890,Winchester
,WINCHESTER CITY PBLC SCHS,Virginia,VA,5104050,7,Prekindergarten,12th Grade,4268,5406674253,22601,Winchester
,WINCHESTER CUSD 1,Illinois,IL,1742660,2,Prekindergarten,12th Grade,593,2177423175,62694,Winchester
,WINCHESTER SAU OFFICE,New Hampshire,NH,3303284,0,†,†,†,6032398061,3470,Winchester
,WINCHESTER SCHOOL DISTRICT,Connecticut,CT,905160,2,Prekindergarten,6th Grade,535,8603790706,6098,Winsted
,WINCHESTER SCHOOL DISTRICT,New Hampshire,NH,3307140,1,Prekindergarten,8th Grade,377,6032398061,3470,Winchester
,WINDBER AREA SD,Pennsylvania,PA,4226610,3,Prekindergarten,12th Grade,1213,8144674567,15963,Windber
,WINDEMERE PARK CHARTER ACADEMY,Michigan,MI,2600203,1,Kindergarten,8th Grade,656,5173270700,48917,LANSING
,WINDHAM ACADEMY PUBLIC CHARTER SCHOOL,NEW HAMPSHIRE,NH,3303314,1,Kindergarten,5th Grade,242,6032367900,3087,Windham
,WINDHAM CENTRAL SUPERVISORY UNION,Vermont,VT,5099946,0,†,†,†,8023659510,5353,Townshend
,WINDHAM EXEMPTED VILLAGE,Ohio,OH,3904566,3,Prekindergarten,12th Grade,472,3303262711,44288,Windham
,WINDHAM NORTHEAST SUPERVISORY UNION,Vermont,VT,5099947,0,†,†,†,8024631612,5101,Bellows Falls
,WINDHAM NORTHEAST UNION ELEMENTARY SCHOOL DISTRICT #95,VERMONT,VT,5000446,2,Prekindergarten,8th Grade,268,8024631612,5101,Bellows Falls
,WINDHAM SAU OFFICE,New Hampshire,NH,3303294,0,†,†,†,6034251976,3087,Windham
,WINDHAM SCHOOL DISTRICT,Texas,TX,4800291,0,Ungraded,Ungraded,–,9362915303,77342,HUNTSVILLE
,WINDHAM SCHOOL DISTRICT,Vermont,VT,5009270,1,Prekindergarten,6th Grade,9,8028744159,5359,Windham
,WINDHAM SCHOOL DISTRICT,New Hampshire,NH,3307170,4,Prekindergarten,12th Grade,2958,6034251976,3087,Windham
,WINDHAM SCHOOL DISTRICT,Connecticut,CT,905190,7,Prekindergarten,12th Grade,3223,8604652310,6226,Willimantic
,WINDHAM SOUTHEAST SUPERVISORY UNION,Vermont,VT,5099948,0,†,†,†,8022543731,5301,Brattleboro
,WINDHAM SOUTHEAST UNIFIED UNION SCHOOL DISTRICT #96,VERMONT,VT,5000431,9,Prekindergarten,12th Grade,2353,8022543731,5301,Brattleboro
,WINDHAM SOUTHWEST SUPERVISORY UNION,Vermont,VT,5099949,0,†,†,†,8024641300,5363,Wilmington
,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,New York,NY,3631590,1,Kindergarten,12th Grade,314,5187343400,12496,WINDHAM
,WINDOM PUBLIC SCHOOL DISTRICT,Minnesota,MN,2742780,4,Prekindergarten,12th Grade,1104,5078316901,56101,WINDOM
,WINDOVER HIGH SCHOOL,Michigan,MI,2600020,1,9th Grade,12th Grade,114,9898320852,48640,Midland
,WINDOW ROCK UNIFIED DISTRICT (4154),Arizona,AZ,409430,6,Prekindergarten,12th Grade,1816,9287296706,86504,Fort Defiance
,WINDSOR C-1,Missouri,MO,2932100,5,Prekindergarten,12th Grade,2995,6364644400,63052,IMPERIAL
,WINDSOR CENTRAL SCHOOL DISTRICT,New York,NY,3602730,4,Prekindergarten,12th Grade,1626,6076558216,13865,WINDSOR
,WINDSOR CENTRAL SUPERVISORY UNION,Vermont,VT,5099951,0,†,†,†,8024571213,5091,Woodstock
,WINDSOR CENTRAL UNIFIED UNION SCHOOL DISTRICT,VERMONT,VT,5000450,6,Prekindergarten,12th Grade,1057,8024571213,5091,Woodstock
,WINDSOR CUSD 1,Illinois,IL,1742690,2,Prekindergarten,12th Grade,359,2174592636,61957,Windsor
,WINDSOR LOCKS SCHOOL DISTRICT,Connecticut,CT,905250,4,Prekindergarten,12th Grade,1520,8602925000,6096,Windsor Locks
